date,sku_id,units_sold,revenue,unit_price,promo_flag
2024-05-07,SKU0001,36,5780.16,160.56,0
2024-05-08,SKU0001,28,4495.68,160.56,0
2024-05-09,SKU0001,22,3532.32,160.56,0
05/10/2024,SKU0001,0,0.0,160.56,0
2024-05-11,SKU0001,0,0.0,160.56,0
2024-05-12,SKU0001,0,0.0,160.56,0
05/13/2024,SKU0001,33,5298.48,160.56,0
05/14/2024,SKU0001,30,4816.8,160.56,0
2024-05-15,SKU0001,35,5619.6,160.56,0
2024-05-16,SKU0001,42,6743.52,160.56,0
05/17/2024,SKU0001,23,3692.88,160.56,0
05/18/2024,SKU0001,41,6582.96,160.56,0
2024-05-19,SKU0001,41,6582.96,160.56,0
2024-05-20,SKU0001,30,4816.8,160.56,0
2024-05-21,SKU0001,33,5298.48,160.56,0
05/22/2024,SKU0001,34,5459.04,160.56,0
2024-05-23,SKU0001,40,6422.4,160.56,0
2024-05-24,SKU0001,34,5459.04,,0
2024-05-25,SKU0001,40,6422.4,160.56,0
2024-05-26,SKU0001,50,8028.0,160.56,0
27-05-2024,SKU0001,30,4816.8,160.56,0
28-05-2024,SKU0001,30,4816.8,160.56,0
2024-05-29,SKU0001,38,6101.28,160.56,0
2024-05-30,SKU0001,37,5940.72,160.56,0
2024-05-31,SKU0001,27,4335.12,160.56,0
2024-06-01,SKU0001,34,5459.04,160.56,0
2024-06-02,SKU0001,45,7225.2,160.56,0
2024-06-03,SKU0001,42,6743.52,160.56,0
2024-06-04,SKU0001,26,4174.56,160.56,0
2024-06-05,SKU0001,30,4816.8,160.56,0
2024-06-06,SKU0001,41,6582.96,160.56,0
2024-06-07,SKU0001,37,5940.72,160.56,0
2024-06-08,SKU0001,41,6582.96,160.56,0
06/09/2024,SKU0001,36,5780.16,160.56,0
10-06-2024,SKU0001,31,4977.36,160.56,0
2024-06-11,SKU0001,35,5619.6,160.56,0
2024-06-12,SKU0001,16,2568.96,160.56,0
13-06-2024,SKU0001,0,0.0,160.56,0
2024-06-14,SKU0001,0,0.0,160.56,0
2024-06-15,SKU0001,0,0.0,160.56,0
06/16/2024,SKU0001,0,0.0,160.56,0
06/17/2024,SKU0001,34,5459.04,160.56,0
18-06-2024,SKU0001,30,4816.8,,0
06/19/2024,SKU0001,32,5137.92,160.56,0
2024-06-20,SKU0001,28,4495.68,160.56,0
21-06-2024,SKU0001,32,5137.92,160.56,0
06/22/2024,SKU0001,41,6582.96,160.56,0
2024-06-23,SKU0001,60,9633.6,160.56,0
2024-06-24,SKU0001,39,6261.84,160.56,0
2024-06-25,SKU0001,42,6743.52,160.56,0
2024-06-26,SKU0001,26,4174.56,160.56,0
27-06-2024,SKU0001,36,5780.16,160.56,0
2024-06-28,SKU0001,35,5619.6,160.56,0
2024-06-29,SKU0001,49,7867.44,160.56,0
2024-06-30,SKU0001,38,6101.28,160.56,0
2024-07-01,SKU0001,46,7385.76,160.56,0
2024-07-02,SKU0001,36,5780.16,160.56,0
2024-07-03,SKU0001,35,5619.6,160.56,0
07/04/2024,SKU0001,39,6261.84,160.56,0
05-07-2024,SKU0001,32,5137.92,160.56,0
07/06/2024,SKU0001,66,10596.96,160.56,0
2024-07-07,SKU0001,58,9312.48,160.56,0
2024-07-08,SKU0001,32,5137.92,160.56,0
09-07-2024,SKU0001,45,7225.2,160.56,0
2024-07-10,SKU0001,49,7867.44,160.56,0
11-07-2024,SKU0001,42,6743.52,160.56,0
2024-07-12,SKU0001,34,5459.04,160.56,0
2024-07-13,SKU0001,71,11399.76,160.56,0
2024-07-14,SKU0001,50,8028.0,160.56,0
07/15/2024,SKU0001,32,5137.92,160.56,1
2024-07-16,SKU0001,0,0.0,160.56,1
2024-07-17,SKU0001,0,0.0,160.56,1
2024-07-18,SKU0001,0,0.0,160.56,1
2024-07-19,SKU0001,0,0.0,160.56,1
07/20/2024,SKU0001,0,0.0,160.56,1
2024-07-21,SKU0001,0,0.0,160.56,0
2024-07-22,SKU0001,0,0.0,160.56,0
2024-07-23,SKU0001,41,6582.96,160.56,0
07/24/2024,SKU0001,44,7064.64,160.56,0
07/25/2024,SKU0001,40,6422.4,,0
2024-07-26,SKU0001,37,5940.72,160.56,0
2024-07-27,SKU0001,61,9794.16,160.56,0
2024-07-28,SKU0001,54,8670.24,160.56,0
2024-07-29,SKU0001,36,5780.16,160.56,0
30-07-2024,SKU0001,38,6101.28,160.56,0
2024-07-31,SKU0001,53,8509.68,160.56,0
08/01/2024,SKU0001,38,6101.28,160.56,0
2024-08-02,SKU0001,38,6101.28,160.56,0
03-08-2024,SKU0001,72,11560.32,160.56,0
08/04/2024,SKU0001,50,8028.0,160.56,0
05-08-2024,SKU0001,42,6743.52,160.56,0
08/06/2024,SKU0001,36,5780.16,160.56,0
2024-08-07,SKU0001,50,8028.0,160.56,0
2024-08-08,SKU0001,55,8830.8,160.56,0
2024-08-09,SKU0001,52,8349.12,160.56,0
2024-08-10,SKU0001,53,8509.68,160.56,0
08/11/2024,SKU0001,64,10275.84,160.56,0
2024-08-12,SKU0001,49,7867.44,160.56,0
2024-08-13,SKU0001,54,8670.24,160.56,0
2024-08-14,SKU0001,50,8028.0,160.56,0
08/15/2024,SKU0001,50,8028.0,160.56,0
2024-08-16,SKU0001,36,5780.16,160.56,0
2024-08-17,SKU0001,59,9473.04,160.56,0
2024-08-18,SKU0001,61,9794.16,160.56,0
2024-08-19,SKU0001,40,6422.4,160.56,0
2024-08-20,SKU0001,42,6743.52,160.56,0
2024-08-21,SKU0001,0,0.0,160.56,0
22-08-2024,SKU0001,0,0.0,160.56,0
2024-08-23,SKU0001,0,0.0,160.56,0
2024-08-24,SKU0001,0,0.0,160.56,0
2024-08-25,SKU0001,0,0.0,160.56,0
2024-08-26,SKU0001,0,0.0,160.56,0
08/27/2024,SKU0001,0,0.0,160.56,0
2024-08-28,SKU0001,0,0.0,160.56,0
2024-08-29,SKU0001,52,8349.12,160.56,0
2024-08-30,SKU0001,47,7546.32,160.56,0
2024-08-31,SKU0001,58,9312.48,160.56,0
2024-09-01,SKU0001,79,12684.24,160.56,0
2024-09-02,SKU0001,53,8509.68,160.56,0
2024-09-03,SKU0001,57,9151.92,160.56,0
04-09-2024,SKU0001,58,9312.48,160.56,0
2024-09-05,SKU0001,67,10757.52,,1
2024-09-06,SKU0001,60,9633.6,160.56,1
07-09-2024,SKU0001,93,14932.08,160.56,1
2024-09-08,SKU0001,94,15092.64,160.56,1
09/09/2024,SKU0001,67,10757.52,160.56,1
2024-09-10,SKU0001,71,11399.76,160.56,1
2024-09-11,SKU0001,45,7225.2,160.56,0
2024-09-12,SKU0001,45,7225.2,160.56,0
09/13/2024,SKU0001,42,6743.52,160.56,0
2024-09-14,SKU0001,53,8509.68,160.56,0
2024-09-15,SKU0001,54,8670.24,160.56,0
2024-09-16,SKU0001,51,8188.56,160.56,0
2024-09-17,SKU0001,52,8349.12,160.56,0
2024-09-18,SKU0001,49,7867.44,160.56,0
2024-09-19,SKU0001,0,0.0,160.56,0
2024-09-20,SKU0001,0,0.0,160.56,0
2024-09-21,SKU0001,0,0.0,160.56,0
2024-09-22,SKU0001,0,0.0,160.56,0
2024-09-23,SKU0001,0,0.0,160.56,0
2024-09-24,SKU0001,0,0.0,160.56,0
2024-09-25,SKU0001,0,0.0,160.56,0
2024-09-26,SKU0001,0,0.0,160.56,0
27-09-2024,SKU0001,43,6904.08,160.56,0
2024-09-28,SKU0001,78,12523.68,160.56,0
2024-09-29,SKU0001,67,10757.52,160.56,0
09/30/2024,SKU0001,51,8188.56,160.56,0
2024-10-01,SKU0001,52,8349.12,160.56,0
2024-10-02,SKU0001,41,6582.96,160.56,0
2024-10-03,SKU0001,54,8670.24,160.56,0
10/04/2024,SKU0001,37,5940.72,160.56,0
2024-10-05,SKU0001,63,10115.28,160.56,0
2024-10-06,SKU0001,58,9312.48,160.56,0
10/07/2024,SKU0001,56,8991.36,160.56,0
2024-10-08,SKU0001,58,9312.48,160.56,0
2024-10-09,SKU0001,56,8991.36,160.56,0
2024-10-10,SKU0001,50,8028.0,160.56,0
2024-10-11,SKU0001,63,10115.28,160.56,0
2024-10-12,SKU0001,66,10596.96,160.56,0
2024-10-13,SKU0001,72,11560.32,160.56,0
2024-10-14,SKU0001,51,8188.56,160.56,0
2024-10-15,SKU0001,63,10115.28,160.56,0
2024-10-16,SKU0001,50,8028.0,160.56,0
2024-10-17,SKU0001,49,7867.44,160.56,0
2024-10-18,SKU0001,44,7064.64,160.56,0
19-10-2024,SKU0001,73,11720.88,160.56,0
2024-10-20,SKU0001,57,9151.92,160.56,0
2024-10-21,SKU0001,1,160.56,160.56,0
2024-10-22,SKU0001,0,0.0,160.56,0
2024-10-23,SKU0001,0,0.0,160.56,0
10/24/2024,SKU0001,0,0.0,160.56,0
2024-10-25,SKU0001,0,0.0,160.56,0
2024-10-26,SKU0001,0,0.0,160.56,0
2024-10-27,SKU0001,0,0.0,160.56,0
2024-10-28,SKU0001,0,0.0,160.56,0
10/29/2024,SKU0001,0,0.0,160.56,0
30-10-2024,SKU0001,61,9794.16,160.56,0
2024-10-31,SKU0001,45,7225.2,160.56,0
2024-11-01,SKU0001,51,8188.56,160.56,0
2024-11-02,SKU0001,65,10436.4,160.56,0
2024-11-03,SKU0001,63,10115.28,160.56,0
2024-11-04,SKU0001,46,7385.76,160.56,0
11/05/2024,SKU0001,40,6422.4,160.56,0
2024-11-06,SKU0001,58,9312.48,160.56,0
2024-11-07,SKU0001,43,6904.08,160.56,0
2024-11-08,SKU0001,51,8188.56,160.56,0
2024-11-09,SKU0001,60,9633.6,160.56,0
11/10/2024,SKU0001,68,10918.08,160.56,0
2024-11-11,SKU0001,36,5780.16,160.56,0
11/12/2024,SKU0001,51,8188.56,160.56,0
11/13/2024,SKU0001,57,9151.92,160.56,0
14-11-2024,SKU0001,51,8188.56,160.56,0
11/15/2024,SKU0001,48,7706.88,160.56,0
2024-11-16,SKU0001,76,12202.56,160.56,0
2024-11-17,SKU0001,54,8670.24,160.56,0
11/18/2024,SKU0001,52,8349.12,160.56,0
2024-11-19,SKU0001,48,7706.88,160.56,0
2024-11-20,SKU0001,48,7706.88,160.56,0
2024-11-21,SKU0001,42,6743.52,160.56,0
2024-11-22,SKU0001,45,7225.2,160.56,0
2024-11-23,SKU0001,66,10596.96,160.56,0
2024-11-24,SKU0001,68,10918.08,160.56,0
2024-11-25,SKU0001,8,1284.48,160.56,1
2024-11-26,SKU0001,0,0.0,160.56,1
2024-11-27,SKU0001,0,0.0,160.56,1
2024-11-28,SKU0001,0,0.0,160.56,1
29-11-2024,SKU0001,0,0.0,160.56,0
11/30/2024,SKU0001,0,0.0,160.56,0
2024-12-01,SKU0001,0,0.0,160.56,0
2024-12-02,SKU0001,0,0.0,160.56,0
2024-12-03,SKU0001,48,7706.88,160.56,0
12/04/2024,SKU0001,52,8349.12,160.56,0
12/05/2024,SKU0001,51,8188.56,160.56,0
2024-12-06,SKU0001,46,7385.76,160.56,0
07-12-2024,SKU0001,66,10596.96,160.56,0
2024-12-08,SKU0001,52,8349.12,160.56,0
2024-12-09,SKU0001,45,7225.2,160.56,0
2024-12-10,SKU0001,51,8188.56,160.56,0
2024-12-11,SKU0001,54,8670.24,160.56,0
2024-12-12,SKU0001,54,8670.24,160.56,0
13-12-2024,SKU0001,40,6422.4,160.56,0
2024-12-14,SKU0001,47,7546.32,160.56,0
12/15/2024,SKU0001,77,12363.12,160.56,1
2024-12-16,SKU0001,62,9954.72,160.56,1
2024-12-17,SKU0001,57,9151.92,160.56,1
2024-12-18,SKU0001,71,11399.76,160.56,1
12/19/2024,SKU0001,71,11399.76,,1
20-12-2024,SKU0001,80,12844.8,160.56,1
12/21/2024,SKU0001,47,7546.32,160.56,0
2024-12-22,SKU0001,57,9151.92,160.56,0
2024-12-23,SKU0001,36,5780.16,160.56,0
2024-12-24,SKU0001,28,4495.68,160.56,0
2024-12-25,SKU0001,41,6582.96,160.56,0
2024-12-26,SKU0001,42,6743.52,160.56,0
2024-12-27,SKU0001,39,6261.84,160.56,0
2024-12-28,SKU0001,59,9473.04,160.56,0
2024-12-29,SKU0001,59,9473.04,160.56,0
2024-12-30,SKU0001,42,6743.52,160.56,0
12/31/2024,SKU0001,49,7867.44,160.56,0
01-01-2025,SKU0001,49,7867.44,160.56,0
2025-01-02,SKU0001,39,6261.84,160.56,0
2025-01-03,SKU0001,32,5137.92,160.56,0
2025-01-04,SKU0001,70,11239.2,160.56,0
2025-01-05,SKU0001,55,8830.8,160.56,1
2025-01-06,SKU0001,0,0.0,160.56,1
2025-01-07,SKU0001,0,0.0,160.56,1
08-01-2025,SKU0001,0,0.0,160.56,1
2025-01-09,SKU0001,0,0.0,160.56,1
2025-01-10,SKU0001,0,0.0,160.56,0
2025-01-11,SKU0001,0,0.0,160.56,0
2025-01-12,SKU0001,0,0.0,160.56,0
01/13/2025,SKU0001,0,0.0,160.56,0
2025-01-14,SKU0001,40,6422.4,160.56,0
2025-01-15,SKU0001,38,6101.28,160.56,0
2025-01-16,SKU0001,35,5619.6,160.56,0
2025-01-17,SKU0001,47,7546.32,160.56,0
01/18/2025,SKU0001,46,7385.76,160.56,0
2025-01-19,SKU0001,49,7867.44,160.56,0
2025-01-20,SKU0001,35,5619.6,,0
2025-01-21,SKU0001,37,5940.72,160.56,0
2025-01-22,SKU0001,42,6743.52,160.56,0
2025-01-23,SKU0001,42,6743.52,,0
2025-01-24,SKU0001,36,5780.16,160.56,0
2025-01-25,SKU0001,54,8670.24,160.56,0
2025-01-26,SKU0001,47,7546.32,160.56,0
01/27/2025,SKU0001,39,6261.84,160.56,0
2025-01-28,SKU0001,47,7546.32,160.56,0
2025-01-29,SKU0001,29,4656.24,160.56,0
30-01-2025,SKU0001,42,6743.52,160.56,0
2025-01-31,SKU0001,39,6261.84,160.56,0
2025-02-01,SKU0001,45,7225.2,160.56,0
2025-02-02,SKU0001,48,7706.88,160.56,0
02/03/2025,SKU0001,30,4816.8,160.56,0
2025-02-04,SKU0001,32,5137.92,160.56,0
2025-02-05,SKU0001,27,4335.12,160.56,0
2025-02-06,SKU0001,32,5137.92,160.56,0
2025-02-07,SKU0001,32,5137.92,160.56,0
2025-02-08,SKU0001,44,7064.64,160.56,0
2025-02-09,SKU0001,43,6904.08,160.56,0
2025-02-10,SKU0001,26,4174.56,160.56,0
2025-02-11,SKU0001,29,4656.24,160.56,0
12-02-2025,SKU0001,35,5619.6,160.56,0
2025-02-13,SKU0001,32,5137.92,160.56,0
2025-02-14,SKU0001,44,7064.64,160.56,0
2025-02-15,SKU0001,51,8188.56,160.56,0
2025-02-16,SKU0001,41,6582.96,160.56,0
2025-02-17,SKU0001,39,6261.84,160.56,0
02/18/2025,SKU0001,37,5940.72,160.56,0
2025-02-19,SKU0001,39,6261.84,160.56,0
2025-02-20,SKU0001,36,5780.16,160.56,0
2025-02-21,SKU0001,25,4014.0,160.56,0
2025-02-22,SKU0001,42,6743.52,160.56,0
2025-02-23,SKU0001,2,321.12,160.56,0
2025-02-24,SKU0001,0,0.0,160.56,0
2025-02-25,SKU0001,0,0.0,160.56,0
2025-02-26,SKU0001,0,0.0,160.56,0
2025-02-27,SKU0001,0,0.0,160.56,0
2025-02-28,SKU0001,0,0.0,160.56,0
01-03-2025,SKU0001,43,6904.08,160.56,0
2025-03-02,SKU0001,40,6422.4,160.56,0
03-03-2025,SKU0001,31,4977.36,160.56,0
2025-03-04,SKU0001,39,6261.84,160.56,0
03/05/2025,SKU0001,33,5298.48,160.56,0
2025-03-06,SKU0001,38,6101.28,160.56,0
2025-03-07,SKU0001,28,4495.68,160.56,0
08-03-2025,SKU0001,32,5137.92,160.56,0
2025-03-09,SKU0001,46,7385.76,160.56,0
2025-03-10,SKU0001,33,5298.48,160.56,0
03/11/2025,SKU0001,21,3371.76,160.56,0
2025-03-12,SKU0001,27,4335.12,160.56,0
2025-03-13,SKU0001,24,3853.44,160.56,0
2025-03-14,SKU0001,40,6422.4,160.56,0
15-03-2025,SKU0001,37,5940.72,160.56,0
16-03-2025,SKU0001,45,7225.2,160.56,0
2025-03-17,SKU0001,24,3853.44,160.56,0
2025-03-18,SKU0001,38,6101.28,160.56,0
2025-03-19,SKU0001,40,6422.4,160.56,0
2025-03-20,SKU0001,43,6904.08,160.56,0
2025-03-21,SKU0001,28,4495.68,160.56,0
03/22/2025,SKU0001,38,6101.28,160.56,0
23-03-2025,SKU0001,49,7867.44,160.56,0
2025-03-24,SKU0001,34,5459.04,160.56,0
2025-03-25,SKU0001,28,4495.68,160.56,0
2025-03-26,SKU0001,22,3532.32,160.56,0
2025-03-27,SKU0001,34,5459.04,160.56,0
28-03-2025,SKU0001,23,3692.88,160.56,0
2025-03-29,SKU0001,13,2087.28,160.56,0
2025-03-30,SKU0001,0,0.0,160.56,0
2025-03-31,SKU0001,0,0.0,160.56,0
2025-04-01,SKU0001,0,0.0,160.56,0
2025-04-02,SKU0001,0,0.0,160.56,0
03-04-2025,SKU0001,28,4495.68,160.56,0
2025-04-04,SKU0001,30,4816.8,160.56,0
04/05/2025,SKU0001,37,5940.72,160.56,0
06-04-2025,SKU0001,56,8991.36,160.56,0
2025-04-07,SKU0001,19,3050.64,160.56,0
2025-04-08,SKU0001,29,4656.24,160.56,0
2025-04-09,SKU0001,31,4977.36,160.56,0
2025-04-10,SKU0001,46,7385.76,160.56,1
04/11/2025,SKU0001,44,7064.64,160.56,1
12-04-2025,SKU0001,-59,9473.04,160.56,1
2025-04-13,SKU0001,63,10115.28,160.56,1
04/14/2025,SKU0001,42,6743.52,160.56,1
2025-04-15,SKU0001,49,7867.44,160.56,1
16-04-2025,SKU0001,28,4495.68,160.56,0
2025-04-17,SKU0001,27,4335.12,160.56,0
2025-04-18,SKU0001,24,3853.44,160.56,0
19-04-2025,SKU0001,48,7706.88,160.56,0
2025-04-20,SKU0001,33,5298.48,160.56,0
2025-04-21,SKU0001,31,4977.36,160.56,0
04/22/2025,SKU0001,26,4174.56,160.56,0
2025-04-23,SKU0001,34,5459.04,160.56,0
2025-04-24,SKU0001,29,4656.24,160.56,0
25-04-2025,SKU0001,29,4656.24,160.56,0
2025-04-26,SKU0001,17,2729.52,160.56,0
04/27/2025,SKU0001,0,0.0,160.56,0
2025-04-28,SKU0001,0,0.0,160.56,0
04/29/2025,SKU0001,0,0.0,160.56,0
30-04-2025,SKU0001,24,3853.44,160.56,0
2025-05-01,SKU0001,30,4816.8,160.56,0
05/02/2025,SKU0001,14,2247.84,160.56,0
05/03/2025,SKU0001,37,5940.72,160.56,0
2025-05-04,SKU0001,33,5298.48,160.56,0
2025-05-05,SKU0001,31,4977.36,160.56,0
2025-05-06,SKU0001,32,5137.92,160.56,0
2025-05-07,SKU0001,36,5780.16,160.56,0
08-05-2025,SKU0001,29,4656.24,160.56,0
2025-05-09,SKU0001,38,6101.28,160.56,0
2025-05-10,SKU0001,41,6582.96,160.56,0
05/11/2025,SKU0001,33,5298.48,160.56,0
12-05-2025,SKU0001,35,5619.6,160.56,0
13-05-2025,SKU0001,35,5619.6,160.56,0
2025-05-14,SKU0001,22,3532.32,160.56,0
15-05-2025,SKU0001,26,4174.56,160.56,0
05/16/2025,SKU0001,30,4816.8,160.56,0
17-05-2025,SKU0001,40,6422.4,160.56,0
2025-05-18,SKU0001,48,7706.88,160.56,0
2025-05-19,SKU0001,31,4977.36,160.56,0
2025-05-20,SKU0001,34,5459.04,160.56,0
2025-05-21,SKU0001,27,4335.12,160.56,0
22-05-2025,SKU0001,29,4656.24,160.56,0
2025-05-23,SKU0001,31,4977.36,160.56,0
2025-05-24,SKU0001,38,6101.28,160.56,0
2025-05-25,SKU0001,39,6261.84,160.56,0
2025-05-26,SKU0001,40,6422.4,160.56,0
27-05-2025,SKU0001,25,4014.0,160.56,0
2025-05-28,SKU0001,39,6261.84,160.56,0
2025-05-29,SKU0001,26,4174.56,160.56,0
2025-05-30,SKU0001,37,5940.72,160.56,0
2025-05-31,SKU0001,44,7064.64,160.56,0
2025-06-01,SKU0001,40,6422.4,160.56,0
2025-06-02,SKU0001,29,4656.24,160.56,0
2025-06-03,SKU0001,21,3371.76,160.56,0
2025-06-04,SKU0001,0,0.0,160.56,0
2025-06-05,SKU0001,0,0.0,160.56,0
06/06/2025,SKU0001,0,0.0,160.56,0
07-06-2025,SKU0001,0,0.0,160.56,0
2025-06-08,SKU0001,44,7064.64,160.56,0
2025-06-09,SKU0001,29,4656.24,160.56,0
06/10/2025,SKU0001,26,4174.56,160.56,0
2025-06-11,SKU0001,39,6261.84,160.56,0
2025-06-12,SKU0001,43,6904.08,160.56,0
2025-06-13,SKU0001,37,5940.72,160.56,0
2025-06-14,SKU0001,53,8509.68,160.56,0
2025-06-15,SKU0001,47,7546.32,160.56,0
16-06-2025,SKU0001,36,5780.16,160.56,0
17-06-2025,SKU0001,34,5459.04,160.56,0
2025-06-18,SKU0001,30,4816.8,160.56,0
2025-06-19,SKU0001,35,5619.6,160.56,0
06/20/2025,SKU0001,22,3532.32,,0
2025-06-21,SKU0001,48,7706.88,160.56,0
22-06-2025,SKU0001,50,8028.0,160.56,0
06/23/2025,SKU0001,39,6261.84,160.56,0
2025-06-24,SKU0001,38,6101.28,160.56,0
