date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2024-01-15,SKU0003,0,815.0,18,467
2024-01-22,SKU0003,707,0.0,18,467
2024-01-29,SKU0003,532,0.0,18,467
2024-02-05,SKU0003,353,702.0,18,467
2024-02-12,SKU0003,166,702.0,18,467
2024-02-19,SKU0003,0,702.0,18,467
2024-02-26,SKU0003,508,0.0,18,467
2024-03-04,SKU0003,339,683.0,18,467
2024-03-11,SKU0003,160,683.0,18,467
2024-03-18,SKU0003,664,0.0,18,467
2024-03-25,SKU0003,496,0.0,18,467
2024-04-01,SKU0003,313,653.0,18,467
2024-04-08,SKU0003,140,653.0,18,467
2024-04-15,SKU0003,591,0.0,18,467
2024-04-22,SKU0003,427,860.0,18,467
2024-04-29,SKU0003,251,860.0,18,467
2024-05-06,SKU0003,92,860.0,18,467
2024-05-13,SKU0003,811,0.0,18,467
2024-05-20,SKU0003,646,0.0,18,467
2024-05-27,SKU0003,506,0.0,18,467
2024-06-03,SKU0003,362,586.0,18,467
2024-06-10,SKU0003,206,586.0,18,467
2024-06-17,SKU0003,665,0.0,18,467
2024-06-24,SKU0003,537,0.0,18,467
2024-07-01,SKU0003,406,791.0,18,467
2024-07-08,SKU0003,261,791.0,18,467
2024-07-15,SKU0003,91,791.0,18,467
2024-07-22,SKU0003,643,,18,467
2024-07-29,SKU0003,509,0.0,18,467
2024-08-05,SKU0003,358,580.0,18,467
2024-08-12,SKU0003,185,580.0,18,467
2024-08-19,SKU0003,601,0.0,18,467
2024-08-26,SKU0003,466,598.0,18,467
2024-09-02,SKU0003,307,598.0,18,467
2024-09-09,SKU0003,68,598.0,18,467
2024-09-16,SKU0003,477,0.0,18,467
2024-09-23,SKU0003,293,621.0,18,467
2024-09-30,SKU0003,107,621.0,18,467
2024-10-07,SKU0003,585,0.0,18,467
2024-10-14,SKU0003,403,897.0,18,467
2024-10-21,SKU0003,254,897.0,18,467
2024-10-28,SKU0003,58,897.0,18,467
2024-11-04,SKU0003,780,0.0,18,467
2024-11-11,SKU0003,592,0.0,18,467
2024-11-18,SKU0003,408,950.0,18,467
2024-11-25,SKU0003,210,950.0,18,467
2024-12-02,SKU0003,0,950.0,18,467
2024-12-09,SKU0003,823,0.0,18,467
2024-12-16,SKU0003,577,0.0,18,467
2024-12-23,SKU0003,323,1248.0,18,467
2024-12-30,SKU0003,132,1248.0,18,467
2025-01-06,SKU0003,1199,0.0,18,467
2025-01-13,SKU0003,992,0.0,18,467
2025-01-20,SKU0003,780,0.0,18,467
2025-01-27,SKU0003,612,0.0,18,467
2025-02-03,SKU0003,429,973.0,18,467
2025-02-10,SKU0003,237,973.0,18,467
2025-02-17,SKU0003,54,973.0,18,467
2025-02-24,SKU0003,841,0.0,18,467
2025-03-03,SKU0003,657,0.0,18,467
2025-03-10,SKU0003,471,0.0,18,467
2025-03-17,SKU0003,304,675.0,18,467
2025-03-24,SKU0003,128,675.0,18,467
2025-03-31,SKU0003,617,0.0,18,467
2025-04-07,SKU0003,445,644.0,18,467
2025-04-14,SKU0003,211,644.0,18,467
2025-04-21,SKU0003,18,644.0,18,467
2025-04-28,SKU0003,546,0.0,18,467
2025-05-05,SKU0003,372,616.0,18,467
2025-05-12,SKU0003,228,616.0,18,467
2025-05-19,SKU0003,79,616.0,18,467
2025-05-26,SKU0003,561,0.0,18,467
2025-06-02,SKU0003,409,814.0,18,467
2025-06-09,SKU0003,280,814.0,18,467
2025-06-16,SKU0003,139,814.0,18,467
2025-06-23,SKU0003,817,0.0,18,467
2025-06-30,SKU0003,670,0.0,18,467
2025-07-07,SKU0003,502,0.0,18,467
2025-07-14,SKU0003,348,577.0,18,467
2025-07-21,SKU0003,68,577.0,18,467
2025-07-28,SKU0003,534,0.0,18,467
2025-08-04,SKU0003,378,584.0,18,467
2025-08-11,SKU0003,218,584.0,18,467
2025-08-18,SKU0003,62,584.0,18,467
2025-08-25,SKU0003,481,0.0,18,467
2025-09-01,SKU0003,320,602.0,18,467
2025-09-08,SKU0003,68,602.0,18,467
2025-09-15,SKU0003,526,0.0,18,467
2025-09-22,SKU0003,362,626.0,18,467
2025-09-29,SKU0003,189,626.0,18,467
2025-10-06,SKU0003,664,0.0,18,467
2025-10-13,SKU0003,482,0.0,18,467
2025-10-20,SKU0003,317,657.0,18,467
2025-10-27,SKU0003,142,657.0,18,467
2025-11-03,SKU0003,620,0.0,18,467
2025-11-10,SKU0003,455,687.0,18,467
2025-11-17,SKU0003,265,687.0,18,467
2025-11-24,SKU0003,57,687.0,18,467
2025-12-01,SKU0003,567,,18,467
2025-12-08,SKU0003,369,977.0,18,467
2025-12-15,SKU0003,144,977.0,18,467
2025-12-22,SKU0003,0,977.0,18,467
2025-12-29,SKU0003,799,0.0,18,467
2024-01-01,SKU0004,36,0.0,12,19
2024-01-08,SKU0004,16,59.0,12,19
2024-01-15,SKU0004,1,59.0,12,19
2024-01-22,SKU0004,47,0.0,12,19
2024-01-29,SKU0004,31,0.0,12,19
2024-02-05,SKU0004,9,40.0,12,19
2024-02-12,SKU0004,0,40.0,12,19
2024-02-19,SKU0004,21,0.0,12,19
2024-02-26,SKU0004,1,38.0,12,19
2024-03-04,SKU0004,32,0.0,12,19
2024-03-11,SKU0004,17,44.0,12,19
2024-03-18,SKU0004,0,44.0,12,19
2024-03-25,SKU0004,30,0.0,12,19
2024-04-01,SKU0004,7,41.0,12,19
2024-04-08,SKU0004,0,41.0,12,19
2024-04-15,SKU0004,22,0.0,12,19
2024-04-22,SKU0004,4,43.0,12,19
2024-04-29,SKU0004,36,0.0,12,19
2024-05-06,SKU0004,20,0.0,12,19
2024-05-13,SKU0004,0,43.0,12,19
2024-05-20,SKU0004,35,0.0,12,19
2024-05-27,SKU0004,14,48.0,12,19
2024-06-03,SKU0004,0,48.0,12,19
2024-06-10,SKU0004,27,0.0,12,19
2024-06-17,SKU0004,4,43.0,12,19
2024-06-24,SKU0004,0,43.0,12,19
2024-07-01,SKU0004,23,0.0,12,19
2024-07-08,SKU0004,3,48.0,12,19
2024-07-15,SKU0004,0,48.0,12,19
2024-07-22,SKU0004,21,0.0,12,19
2024-07-29,SKU0004,3,40.0,12,19
2024-08-05,SKU0004,0,40.0,12,19
2024-08-12,SKU0004,21,0.0,12,19
2024-08-19,SKU0004,9,38.0,12,19
2024-08-26,SKU0004,32,0.0,12,19
2024-09-02,SKU0004,15,36.0,12,19
2024-09-09,SKU0004,0,36.0,12,19
2024-09-16,SKU0004,23,0.0,12,19
2024-09-23,SKU0004,0,34.0,12,19
2024-09-30,SKU0004,31,0.0,12,19
2024-10-07,SKU0004,15,36.0,12,19
2024-10-14,SKU0004,0,36.0,12,19
2024-10-21,SKU0004,25,0.0,12,19
2024-10-28,SKU0004,3,31.0,12,19
2024-11-04,SKU0004,29,0.0,12,19
2024-11-11,SKU0004,14,34.0,12,19
2024-11-18,SKU0004,4,34.0,12,19
2024-11-25,SKU0004,20,0.0,12,19
2024-12-02,SKU0004,0,47.0,12,19
2024-12-09,SKU0004,42,0.0,12,19
2024-12-16,SKU0004,24,0.0,12,19
2024-12-23,SKU0004,0,48.0,12,19
2024-12-30,SKU0004,46,0.0,12,19
2025-01-06,SKU0004,19,50.0,12,19
2025-01-13,SKU0004,3,50.0,12,19
2025-01-20,SKU0004,42,0.0,12,19
2025-01-27,SKU0004,21,0.0,12,19
2025-02-03,SKU0004,1,34.0,12,19
2025-02-10,SKU0004,28,0.0,12,19
2025-02-17,SKU0004,6,36.0,12,19
2025-02-24,SKU0004,0,36.0,12,19
2025-03-03,SKU0004,13,41.0,12,19
2025-03-10,SKU0004,0,41.0,12,19
2025-03-17,SKU0004,29,0.0,12,19
2025-03-24,SKU0004,15,43.0,12,19
2025-03-31,SKU0004,0,43.0,12,19
2025-04-07,SKU0004,19,40.0,12,19
2025-04-14,SKU0004,0,40.0,12,19
2025-04-21,SKU0004,33,0.0,12,19
2025-04-28,SKU0004,16,45.0,12,19
2025-05-05,SKU0004,0,45.0,12,19
2025-05-12,SKU0004,28,0.0,12,19
2025-05-19,SKU0004,4,41.0,12,19
2025-05-26,SKU0004,0,41.0,12,19
2025-06-02,SKU0004,26,0.0,12,19
2025-06-09,SKU0004,11,41.0,12,19
2025-06-16,SKU0004,0,41.0,12,19
2025-06-23,SKU0004,32,0.0,12,19
2025-06-30,SKU0004,18,44.0,12,19
2025-07-07,SKU0004,0,44.0,12,19
2025-07-14,SKU0004,30,0.0,12,19
2025-07-21,SKU0004,0,60.0,12,19
2025-07-28,SKU0004,0,60.0,12,19
2025-08-04,SKU0004,48,0.0,12,19
2025-08-11,SKU0004,34,0.0,12,19
2025-08-18,SKU0004,15,39.0,12,19
2025-08-25,SKU0004,0,39.0,12,19
2025-09-01,SKU0004,28,0.0,12,19
2025-09-08,SKU0004,5,52.0,12,19
2025-09-15,SKU0004,0,52.0,12,19
2025-09-22,SKU0004,46,0.0,12,19
2025-09-29,SKU0004,22,0.0,12,19
2025-10-06,SKU0004,13,31.0,12,19
2025-10-13,SKU0004,0,31.0,12,19
2025-10-20,SKU0004,18,33.0,12,19
2025-10-27,SKU0004,5,33.0,12,19
2025-11-03,SKU0004,23,0.0,12,19
2025-11-10,SKU0004,9,29.0,12,19
2025-11-17,SKU0004,0,29.0,12,19
2025-11-24,SKU0004,15,32.0,12,19
2025-12-01,SKU0004,0,32.0,12,19
2025-12-08,SKU0004,27,0.0,12,19
2025-12-15,SKU0004,10,29.0,12,19
2025-12-22,SKU0004,0,29.0,12,19
2025-12-29,SKU0004,15,33.0,12,19
2024-01-01,SKU0005,47,554.0,19,368
2024-01-08,SKU0005,0,554.0,19,368
2024-01-15,SKU0005,0,554.0,19,368
2024-01-22,SKU0005,498,0.0,19,368
2024-01-29,SKU0005,389,0.0,19,368
2024-02-05,SKU0005,274,600.0,19,368
2024-02-12,SKU0005,144,600.0,19,368
2024-02-19,SKU0005,613,0.0,19,368
2024-02-26,SKU0005,466,0.0,19,368
2024-03-04,SKU0005,307,753.0,19,368
2024-03-11,SKU0005,129,753.0,19,368
2024-03-18,SKU0005,0,753.0,19,368
2024-03-25,SKU0005,601,0.0,19,368
2024-04-01,SKU0005,411,0.0,19,368
2024-04-08,SKU0005,196,914.0,19,368
2024-04-15,SKU0005,0,914.0,19,368
2024-04-22,SKU0005,882,0.0,19,368
2024-04-29,SKU0005,694,0.0,19,368
2024-05-06,SKU0005,485,0.0,19,368
2024-05-13,SKU0005,260,1166.0,19,368
2024-05-20,SKU0005,42,1166.0,19,368
2024-05-27,SKU0005,0,1166.0,19,368
2024-06-03,SKU0005,1004,0.0,19,368
2024-06-10,SKU0005,800,0.0,19,368
2024-06-17,SKU0005,579,0.0,19,368
2024-06-24,SKU0005,366,1010.0,19,368
2024-07-01,SKU0005,168,1010.0,19,368
2024-07-08,SKU0005,0,1010.0,19,368
2024-07-15,SKU0005,888,0.0,19,368
2024-07-22,SKU0005,536,0.0,19,368
2024-07-29,SKU0005,320,1009.0,19,368
2024-08-05,SKU0005,125,1009.0,19,368
2024-08-12,SKU0005,0,1009.0,19,368
2024-08-19,SKU0005,921,0.0,19,368
2024-08-26,SKU0005,745,0.0,19,368
2024-09-02,SKU0005,602,0.0,19,368
2024-09-09,SKU0005,368,1370.0,19,368
2024-09-16,SKU0005,195,1370.0,19,368
2024-09-23,SKU0005,67,1370.0,19,368
2024-09-30,SKU0005,1310,0.0,19,368
2024-10-07,SKU0005,1195,0.0,19,368
2024-10-14,SKU0005,1060,0.0,19,368
2024-10-21,SKU0005,962,,19,368
2024-10-28,SKU0005,856,0.0,19,368
2024-11-04,SKU0005,761,0.0,19,368
2024-11-11,SKU0005,665,,19,368
2024-11-18,SKU0005,585,0.0,19,368
2024-11-25,SKU0005,475,0.0,19,368
2024-12-02,SKU0005,338,496.0,19,368
2024-12-09,SKU0005,244,496.0,19,368
2024-12-16,SKU0005,125,496.0,19,368
2024-12-23,SKU0005,460,0.0,19,368
2024-12-30,SKU0005,365,487.0,19,368
2025-01-06,SKU0005,210,487.0,19,368
2025-01-13,SKU0005,54,487.0,19,368
2025-01-20,SKU0005,414,0.0,19,368
2025-01-27,SKU0005,250,,19,368
2025-02-03,SKU0005,113,571.0,19,368
2025-02-10,SKU0005,556,0.0,19,368
2025-02-17,SKU0005,412,0.0,19,368
2025-02-24,SKU0005,273,714.0,19,368
2025-03-03,SKU0005,105,714.0,19,368
2025-03-10,SKU0005,0,714.0,19,368
2025-03-17,SKU0005,540,0.0,19,368
2025-03-24,SKU0005,347,877.0,19,368
2025-03-31,SKU0005,159,877.0,19,368
2025-04-07,SKU0005,0,877.0,19,368
2025-04-14,SKU0005,676,0.0,19,368
2025-04-21,SKU0005,419,0.0,19,368
2025-04-28,SKU0005,189,996.0,19,368
2025-05-05,SKU0005,0,996.0,19,368
2025-05-12,SKU0005,961,0.0,19,368
2025-05-19,SKU0005,744,0.0,19,368
2025-05-26,SKU0005,514,0.0,19,368
2025-06-02,SKU0005,291,1190.0,19,368
2025-06-09,SKU0005,55,1190.0,19,368
2025-06-16,SKU0005,0,1190.0,19,368
2025-06-23,SKU0005,1039,0.0,19,368
2025-06-30,SKU0005,814,0.0,19,368
2025-07-07,SKU0005,606,0.0,19,368
2025-07-14,SKU0005,389,0.0,19,368
2025-07-21,SKU0005,0,1939.0,19,368
2025-07-28,SKU0005,0,1939.0,19,368
2025-08-04,SKU0005,1881,0.0,19,368
2025-08-11,SKU0005,1714,0.0,19,368
2025-08-18,SKU0005,1552,0.0,19,368
2025-08-25,SKU0005,1376,0.0,19,368
2025-09-01,SKU0005,1225,,19,368
2025-09-08,SKU0005,976,0.0,19,368
2025-09-15,SKU0005,793,0.0,19,368
2025-09-22,SKU0005,659,0.0,19,368
2025-09-29,SKU0005,509,0.0,19,368
2025-10-06,SKU0005,389,0.0,19,368
2025-10-13,SKU0005,280,547.0,19,368
2025-10-20,SKU0005,152,547.0,19,368
2025-10-27,SKU0005,573,0.0,19,368
2025-11-03,SKU0005,477,0.0,19,368
2025-11-10,SKU0005,390,0.0,19,368
2025-11-17,SKU0005,289,454.0,19,368
2025-11-24,SKU0005,191,,19,368
2025-12-01,SKU0005,502,0.0,19,368
2025-12-08,SKU0005,408,0.0,19,368
2025-12-15,SKU0005,298,456.0,19,368
2025-12-22,SKU0005,83,456.0,19,368
2025-12-29,SKU0005,0,456.0,19,368
2024-01-01,SKU0006,69,0.0,9,46
2024-01-08,SKU0006,0,174.0,9,46
2024-01-15,SKU0006,138,0.0,9,46
2024-01-22,SKU0006,56,0.0,9,46
2024-01-29,SKU0006,0,178.0,9,46
2024-02-05,SKU0006,107,0.0,9,46
2024-02-12,SKU0006,5,231.0,9,46
2024-02-19,SKU0006,211,0.0,9,46
2024-02-26,SKU0006,138,0.0,9,46
2024-03-04,SKU0006,45,168.0,9,46
2024-03-11,SKU0006,0,168.0,9,46
2024-03-18,SKU0006,99,0.0,9,46
2024-03-25,SKU0006,21,203.0,9,46
2024-04-01,SKU0006,189,0.0,9,46
2024-04-08,SKU0006,127,0.0,9,46
2024-04-15,SKU0006,49,0.0,9,46
2024-04-22,SKU0006,0,134.0,9,46
2024-04-29,SKU0006,81,0.0,9,46
2024-05-06,SKU0006,30,153.0,9,46
2024-05-13,SKU0006,0,153.0,9,46
2024-05-20,SKU0006,90,0.0,9,46
2024-05-27,SKU0006,37,128.0,9,46
2024-06-03,SKU0006,0,128.0,9,46
2024-06-10,SKU0006,74,0.0,9,46
2024-06-17,SKU0006,32,109.0,9,46
2024-06-24,SKU0006,102,0.0,9,46
2024-07-01,SKU0006,64,0.0,9,46
2024-07-08,SKU0006,25,73.0,9,46
2024-07-15,SKU0006,59,0.0,9,46
2024-07-22,SKU0006,16,98.0,9,46
2024-07-29,SKU0006,84,0.0,9,46
2024-08-05,SKU0006,38,,9,46
2024-08-12,SKU0006,0,91.0,9,46
2024-08-19,SKU0006,57,0.0,9,46
2024-08-26,SKU0006,17,74.0,9,46
2024-09-02,SKU0006,56,0.0,9,46
2024-09-09,SKU0006,2,80.0,9,46
2024-09-16,SKU0006,41,88.0,9,46
2024-09-23,SKU0006,0,88.0,9,46
2024-09-30,SKU0006,44,99.0,9,46
2024-10-07,SKU0006,0,99.0,9,46
2024-10-14,SKU0006,49,0.0,9,46
2024-10-21,SKU0006,0,112.0,9,46
2024-10-28,SKU0006,66,0.0,9,46
2024-11-04,SKU0006,0,126.0,9,46
2024-11-11,SKU0006,86,0.0,9,46
2024-11-18,SKU0006,16,185.0,9,46
2024-11-25,SKU0006,170,,9,46
2024-12-02,SKU0006,86,0.0,9,46
2024-12-09,SKU0006,0,157.0,9,46
2024-12-16,SKU0006,108,0.0,9,46
2024-12-23,SKU0006,13,218.0,9,46
2024-12-30,SKU0006,202,0.0,9,46
2025-01-06,SKU0006,89,0.0,9,46
2025-01-13,SKU0006,0,243.0,9,46
2025-01-20,SKU0006,198,0.0,9,46
2025-01-27,SKU0006,110,0.0,9,46
2025-02-03,SKU0006,8,231.0,9,46
2025-02-10,SKU0006,217,0.0,9,46
2025-02-17,SKU0006,133,0.0,9,46
2025-02-24,SKU0006,49,0.0,9,46
2025-03-03,SKU0006,0,170.0,9,46
2025-03-10,SKU0006,122,0.0,9,46
2025-03-17,SKU0006,42,158.0,9,46
2025-03-24,SKU0006,0,158.0,9,46
2025-03-31,SKU0006,83,0.0,9,46
2025-04-07,SKU0006,17,187.0,9,46
2025-04-14,SKU0006,176,0.0,9,46
2025-04-21,SKU0006,103,0.0,9,46
2025-04-28,SKU0006,28,162.0,9,46
2025-05-05,SKU0006,149,0.0,9,46
2025-05-12,SKU0006,106,0.0,9,46
2025-05-19,SKU0006,36,135.0,9,46
2025-05-26,SKU0006,0,135.0,9,46
2025-06-02,SKU0006,80,0.0,9,46
2025-06-09,SKU0006,17,114.0,9,46
2025-06-16,SKU0006,103,0.0,9,46
2025-06-23,SKU0006,65,0.0,9,46
